site_ap_ip, ,address, ,运营商
60.191.164.173, ,浙江省台州市, ,电信
183.167.213.124, ,安徽省滁州市, ,电信
27.23.180.177, ,湖北省黄冈市蕲春县, ,电信
60.166.43.83, ,安徽省合肥市, ,电信
222.189.187.54, ,江苏省扬州市, ,电信
183.6.58.157, ,广东省广州市, ,电信
14.221.118.212, ,广东省东莞市, ,电信
61.189.240.221, ,贵州省毕节市, ,电信
61.153.141.198, ,浙江省宁波市象山县, ,联盟网吧
180.102.235.87, ,江苏省南京市, ,电信
42.234.121.83, ,河南省南阳市, ,联通
182.247.156.110, ,云南省丽江市, ,电信
122.226.159.66, ,浙江省台州市, ,电信
114.104.73.241, ,安徽省六安市, ,电信
27.187.191.4, ,河北省保定市, ,电信
116.53.180.30, ,云南省大理州, ,电信
112.16.185.50, ,浙江省宁波市, ,移动
116.53.208.208, ,云南省昆明市, ,电信
112.30.186.56, ,安徽省合肥市, ,移动
112.25.189.17, ,江苏省南京市, ,移动
117.158.70.56, ,河南省, ,移动
122.246.209.232, ,浙江省宁波市, ,电信
58.220.97.26, ,江苏省扬州市, ,电信
42.239.6.19, ,河南省商丘市, ,联通
58.242.239.91, ,安徽省芜湖市, ,联通
14.220.237.86, ,广东省东莞市, ,电信
36.4.99.199, ,安徽省芜湖市, ,电信
39.128.226.232, ,云南省丽江市, ,移动
112.1.182.163, ,江苏省苏州市, ,移动
39.187.118.137, ,浙江省宁波市, ,移动
113.69.254.111, ,广东省佛山市, ,电信
125.93.93.218, ,广东省东莞市, ,电信
119.123.210.217, ,广东省深圳市, ,电信
58.34.27.138, ,上海市, ,电信
183.160.18.64, ,安徽省合肥市, ,电信
223.117.24.32, ,新疆喀什地区, ,移动
59.51.87.39, ,湖南省衡阳市, ,电信
113.77.229.32, ,广东省东莞市, ,电信
123.8.183.186, ,河南省信阳市, ,联通
49.75.111.16, ,江苏省苏州市, ,电信
42.234.121.65, ,河南省南阳市, ,联通
123.160.218.93, ,河南省郑州市, ,电信
110.157.133.14, ,新疆乌鲁木齐市, ,电信
183.6.51.56, ,广东省广州市, ,电信
36.22.62.161, ,浙江省宁波市, ,电信
120.42.129.184, ,福建省泉州市, ,电信
115.52.145.250, ,河南省南阳市新野县, ,联通
121.32.92.155, ,广东省广州市天河区, ,电信
101.64.141.142, ,浙江省宁波市, ,联通
112.1.176.33, ,江苏省苏州市, ,移动
59.42.236.131, ,广东省广州市番禺区, ,电信
183.63.59.102, ,广东省河源市, ,电信
1.26.2.145, ,内蒙古呼伦贝尔市, ,联通
221.210.93.126, ,黑龙江省佳木斯市, ,联通
218.16.98.74, ,广东省东莞市, ,电信
220.187.64.182, ,浙江省湖州市长兴县, ,电信
119.129.86.238, ,广东省广州市, ,电信
36.62.64.248, ,安徽省阜阳市, ,电信
218.106.84.25, ,安徽省合肥市巢湖市, ,联通
122.245.216.30, ,浙江省宁波市, ,电信
117.68.252.234, ,安徽省合肥市巢湖市, ,电信
36.22.59.203, ,浙江省宁波市北仑区, ,电信
171.217.93.25, ,四川省成都市, ,电信
61.153.72.178, ,浙江省丽水市, ,电信
114.96.5.156, ,安徽省合肥市, ,电信
125.115.249.92, ,浙江省宁波市, ,电信
112.30.144.119, ,安徽省合肥市, ,移动
183.131.92.130, ,浙江省绍兴市, ,电信
60.160.229.12, ,云南省文山州, ,电信
223.106.33.143, ,江苏省苏州市, ,移动
36.22.58.211, ,浙江省宁波市, ,电信
202.105.197.170, ,广东省东莞市, ,电信
122.238.188.69, ,浙江省嘉兴市, ,电信
183.184.186.35, ,山西省太原市, ,联通
115.63.43.118, ,河南省信阳市, ,联通
119.128.122.73, ,广东省东莞市, ,电信
60.172.5.78, ,安徽省阜阳市, ,电信
112.27.236.92, ,安徽省, ,移动
120.236.214.121, ,广东省广州市, ,移动
222.215.26.94, ,四川省巴中市, ,电信
61.177.190.154, ,江苏省扬州市, ,燕兴网吧
115.52.144.243, ,河南省南阳市, ,联通
123.64.6.159, ,广东省广州市, ,中移铁通
36.7.185.218, ,安徽省合肥市, ,电信
222.141.159.187, ,河南省驻马店市, ,联通
120.235.227.56, ,广东省佛山市, ,移动
124.239.2.14, ,河北省张家口市, ,电信
222.88.202.234, ,河南省焦作市, ,电信
183.160.76.244, ,安徽省合肥市, ,电信
112.31.82.168, ,安徽省, ,移动
60.191.159.98, ,浙江省台州市, ,电信
14.222.41.9, ,广东省东莞市, ,电信
211.91.229.55, ,湖南省长沙市, ,联通
218.76.8.204, ,湖南省长沙市, ,电信
114.238.152.72, ,江苏省淮安市, ,电信
218.77.18.120, ,湖南省怀化市, ,电信
27.186.169.125, ,河北省保定市, ,电信
60.191.208.188, ,浙江省金华市, ,电信
221.224.217.182, ,江苏省苏州市, ,电信
114.222.120.120, ,江苏省南京市, ,电信
220.180.54.114, ,安徽省合肥市巢湖市, ,电信
121.207.5.2, ,福建省泉州市, ,电信
120.197.141.222, ,广东省东莞市, ,移动
116.23.92.233, ,广东省广州市, ,电信
183.160.97.176, ,安徽省合肥市, ,电信
183.167.234.37, ,安徽省安庆市, ,电信
116.4.51.170, ,广东省东莞市, ,电信
118.114.243.131, ,四川省成都市, ,电信
59.42.108.244, ,广东省广州市天河区, ,电信
36.62.31.21, ,安徽省阜阳市, ,电信
49.72.31.216, ,江苏省苏州市, ,电信
113.57.103.6, ,湖北省武汉市, ,联通
183.0.90.139, ,广东省湛江市, ,电信
218.21.44.182, ,宁夏石嘴山市惠农区, ,新联盟网络(煤炭路48号)
180.115.28.227, ,江苏省常州市, ,电信
122.226.38.108, ,浙江省金华市, ,电信
58.253.110.179, ,广东省东莞市, ,联通
58.58.122.166, ,山东省泰安市, ,电信
114.219.13.178, ,江苏省苏州市, ,电信
121.19.202.202, ,河北省保定市, ,联通
219.136.134.162, ,广东省广州市越秀区, ,电信
183.22.244.200, ,广东省东莞市, ,电信
113.90.245.225, ,广东省深圳市, ,电信
42.178.195.123, ,辽宁省, ,联通
113.77.151.164, ,广东省东莞市, ,电信
36.5.3.12, ,安徽省合肥市, ,电信
113.241.140.71, ,湖南省湘西州, ,电信
114.218.218.19, ,江苏省苏州市, ,电信
39.188.234.195, ,浙江省宁波市, ,移动
120.9.135.16, ,河北省邯郸市, ,联通
175.153.168.66, ,四川省成都市, ,联通
14.120.79.97, ,广东省东莞市, ,电信
61.140.211.66, ,广东省广州市荔湾区, ,/越秀区电信
118.77.165.30, ,山西省吕梁市, ,联通
14.120.33.76, ,广东省东莞市, ,电信
218.90.163.210, ,江苏省无锡市, ,电信
112.122.188.247, ,安徽省淮北市, ,联通
27.186.245.117, ,河北省保定市, ,电信
27.18.161.7, ,湖北省武汉市, ,电信
106.58.145.121, ,云南省昆明市, ,电信
183.209.226.65, ,江苏省镇江市, ,移动
222.187.216.74, ,江苏省宿迁市, ,电信
122.224.158.21, ,浙江省杭州市, ,电信
222.173.245.18, ,山东省淄博市, ,电信
58.210.124.58, ,江苏省苏州市, ,电信
122.97.217.89, ,江苏省无锡市, ,联通
60.191.161.124, ,浙江省台州市路桥区, ,零度网吧(解放路)
182.241.18.144, ,云南省大理州, ,电信
112.27.236.64, ,安徽省, ,移动
175.1.123.31, ,湖南省湘潭市, ,电信
112.30.186.243, ,安徽省合肥市, ,移动
49.82.153.242, ,江苏省淮安市, ,电信
123.244.78.159, ,辽宁省朝阳市, ,电信
182.146.123.196, ,四川省南充市, ,电信
36.22.63.72, ,浙江省宁波市, ,电信
14.217.201.33, ,广东省东莞市, ,电信
125.127.132.111, ,浙江省台州市, ,电信
122.226.67.178, ,浙江省金华市, ,电信
114.238.131.237, ,江苏省淮安市, ,电信
115.52.144.150, ,河南省南阳市, ,联通
140.240.23.165, ,海南省海口市, ,电信
122.97.217.156, ,江苏省无锡市, ,联通
223.214.125.32, ,安徽省宿州市, ,电信
122.230.142.84, ,浙江省湖州市, ,电信
112.114.111.197, ,云南省临沧市, ,电信
124.72.229.21, ,福建省福州市连江县, ,电信
171.95.75.195, ,四川省广安市, ,电信
113.251.0.212, ,重庆市, ,电信
218.92.218.170, ,江苏省盐城市大丰市, ,电信
115.215.229.0, ,浙江省宁波市, ,电信
122.224.31.38, ,浙江省绍兴市, ,电信
183.63.229.158, ,广东省东莞市, ,电信
153.99.119.9, ,江苏省淮安市, ,联通
60.178.238.244, ,浙江省宁波市, ,电信
222.72.108.42, ,上海市嘉定区, ,电信
117.177.197.22, ,四川省, ,移动
120.229.142.32, ,广东省东莞市, ,移动
218.94.153.98, ,江苏省南京市, ,电信
218.76.86.122, ,湖南省湘西州吉首市, ,电信
112.14.135.32, ,浙江省宁波市, ,移动
218.77.18.13, ,湖南省怀化市, ,电信
58.62.85.181, ,广东省广州市番禺区, ,电信
42.48.173.25, ,湖南省株洲市, ,联通
221.224.19.146, ,江苏省苏州市常熟市, ,电信
202.101.190.166, ,浙江省杭州市, ,电信
119.120.170.72, ,广东省中山市, ,电信
223.73.191.60, ,广东省深圳市, ,移动
182.129.9.0, ,四川省南充市, ,电信
111.21.177.146, ,中国, ,移动
14.222.40.14, ,广东省东莞市, ,电信
1.82.131.160, ,陕西省宝鸡市, ,电信
61.157.84.18, ,四川省成都市, ,电信
183.129.156.138, ,浙江省杭州市, ,电信
113.80.87.33, ,广东省东莞市, ,电信
222.243.18.151, ,湖南省怀化市, ,电信
49.64.51.223, ,江苏省苏州市, ,电信
122.224.148.242, ,浙江省杭州市, ,电信
183.63.150.242, ,广东省广州市, ,电信
182.35.249.185, ,山东省德州市, ,电信
61.133.244.181, ,青海省海北州, ,电信
59.52.28.229, ,江西省南昌市, ,北京知道创宇信息技术有限公司加速乐电信CDN节点
220.179.83.90, ,安徽省阜阳市, ,电信
61.145.215.188, ,广东省东莞市, ,电信
117.172.170.220, ,四川省宜宾市, ,移动
120.228.246.152, ,湖南省, ,移动
14.222.43.231, ,广东省东莞市, ,电信
59.60.103.150, ,福建省莆田市, ,电信
180.106.240.18, ,江苏省苏州市, ,电信
117.15.235.91, ,天津市, ,联通
117.177.192.175, ,四川省, ,移动
171.221.253.82, ,四川省成都市, ,电信
1.192.16.247, ,河南省郑州市, ,电信
113.245.7.55, ,湖南省株洲市, ,电信
222.75.209.6, ,宁夏银川市, ,电信
218.77.18.40, ,湖南省怀化市, ,电信
219.131.122.68, ,广东省汕头市, ,快乐网吧
182.131.83.192, ,四川省广安市, ,电信
113.102.246.193, ,广东省东莞市, ,电信
220.164.105.142, ,云南省玉溪市, ,电信
36.62.59.142, ,安徽省阜阳市颍上县, ,电信
153.34.36.66, ,江苏省苏州市, ,联通
60.191.199.254, ,浙江省金华市, ,电信
182.133.124.17, ,四川省宜宾市, ,电信
182.133.142.167, ,四川省宜宾市, ,电信
223.64.101.48, ,江苏省苏州市, ,移动
113.77.35.105, ,广东省东莞市, ,电信
153.34.21.252, ,江苏省苏州市, ,联通
112.20.113.188, ,江苏省苏州市, ,移动
111.112.143.62, ,宁夏石嘴山市, ,电信
222.244.121.162, ,湖南省长沙市, ,电信
125.69.137.148, ,四川省成都市, ,电信
49.64.97.24, ,江苏省苏州市, ,电信
218.29.239.234, ,河南省郑州市, ,联通
120.193.78.3, ,安徽省, ,移动
14.217.86.180, ,广东省东莞市, ,电信
36.22.56.206, ,浙江省宁波市, ,电信
121.12.162.235, ,广东省东莞市, ,电信
1.198.154.117, ,河南省郑州市, ,电信
219.154.141.27, ,河南省南阳市, ,联通
61.178.91.37, ,甘肃省兰州市城关区, ,/七里河区电信
183.132.237.253, ,浙江省, ,电信中心网络
116.253.217.203, ,广西南宁市, ,电信
223.74.167.56, ,广东省东莞市, ,移动
125.82.222.70, ,重庆市, ,电信
61.130.79.158, ,浙江省衢州市开化县, ,电信
118.117.180.54, ,四川省达州市, ,电信
220.165.236.127, ,云南省昆明市, ,电信
220.164.124.11, ,云南省玉溪市, ,电信
36.153.175.100, ,江苏省, ,移动
42.234.120.76, ,河南省南阳市, ,联通
123.161.99.209, ,河南省南阳市, ,电信
223.89.146.250, ,河南省洛阳市, ,移动
183.190.192.72, ,山西省运城市, ,联通
223.150.168.193, ,湖南省常德市, ,电信
101.75.167.182, ,河北省秦皇岛市, ,联通
39.180.30.36, ,浙江省宁波市, ,移动
113.119.77.111, ,广东省广州市, ,电信
119.147.145.113, ,广东省东莞市, ,电信
36.158.87.35, ,湖南省, ,移动
121.227.128.88, ,江苏省苏州市, ,电信
27.44.249.216, ,广东省东莞市, ,联通
42.48.173.39, ,湖南省株洲市, ,联通
101.85.193.114, ,上海市, ,电信
218.90.146.202, ,江苏省无锡市, ,电信
125.67.185.134, ,四川省绵阳市, ,电信
182.131.41.5, ,四川省成都市, ,电信
117.82.48.102, ,江苏省苏州市常熟市, ,电信
113.245.14.115, ,湖南省株洲市, ,电信
125.45.145.11, ,河南省信阳市, ,联通
113.17.167.102, ,广西河池市, ,电信
112.25.231.142, ,江苏省苏州市, ,移动
36.22.61.5, ,浙江省宁波市北仑区, ,电信
113.77.228.77, ,广东省东莞市, ,电信
223.12.67.29, ,山西省太原市, ,电信
61.175.120.210, ,浙江省湖州市, ,电信
220.188.7.183, ,浙江省金华市, ,电信
14.120.33.249, ,广东省东莞市, ,电信
61.132.53.158, ,江苏省南京市, ,电信
121.236.30.107, ,江苏省苏州市, ,电信
122.226.200.251, ,浙江省金华市, ,电信
14.222.42.240, ,广东省东莞市, ,电信
61.153.203.250, ,浙江省台州市玉环县, ,陈屿玫瑰山庄
112.30.104.74, ,安徽省合肥市, ,移动
221.192.216.78, ,河北省保定市, ,联通
61.140.229.19, ,广东省广州市, ,电信
114.217.44.238, ,江苏省苏州市, ,电信
14.120.53.146, ,广东省东莞市, ,电信
114.220.111.10, ,江苏省苏州市, ,电信
120.14.159.234, ,河北省邢台市, ,联通
180.108.151.79, ,江苏省苏州市, ,电信
180.107.163.73, ,江苏省苏州市, ,电信
180.121.238.26, ,江苏省南通市, ,电信
14.120.50.209, ,广东省东莞市, ,电信
122.226.39.67, ,浙江省金华市, ,电信
221.225.12.124, ,江苏省苏州市, ,电信
180.105.1.117, ,江苏省连云港市, ,电信
36.4.140.146, ,安徽省合肥市, ,电信
120.209.136.86, ,安徽省合肥市, ,移动
171.88.67.188, ,四川省成都市, ,电信
222.223.34.21, ,河北省保定市, ,电信
112.30.186.101, ,安徽省合肥市, ,移动
202.104.47.19, ,广东省广州市, ,电信
113.102.251.122, ,广东省东莞市, ,电信
118.72.29.182, ,山西省大同市, ,联通
117.80.155.42, ,江苏省苏州市, ,电信
114.219.120.249, ,江苏省苏州市, ,电信
182.242.9.210, ,云南省昆明市, ,电信
36.22.61.53, ,浙江省宁波市北仑区, ,电信
113.116.151.172, ,广东省深圳市, ,电信
60.191.146.242, ,浙江省台州市温岭市, ,天龙网吧(横峰街道齐江路1-3)
218.28.102.30, ,河南省驻马店市, ,联通
111.39.37.44, ,安徽省, ,移动
223.198.129.200, ,海南省海口市, ,电信
222.214.112.24, ,四川省泸州市, ,电信
49.72.217.130, ,江苏省苏州市, ,电信
116.228.85.94, ,上海市松江区, ,电信
61.130.51.134, ,浙江省衢州市, ,电信
123.156.247.69, ,浙江省金华市, ,联通
123.178.190.18, ,内蒙古, ,电信
218.88.143.145, ,四川省绵阳市, ,电信
42.48.173.58, ,湖南省株洲市, ,联通
111.8.75.137, ,湖南省长沙市, ,移动
118.122.1.60, ,四川省凉山州, ,电信
218.1.104.10, ,上海市宝山区, ,电信
175.10.38.14, ,湖南省长沙市, ,电信
61.175.236.86, ,浙江省金华市义乌市, ,电信
222.186.200.35, ,江苏省镇江市, ,电信
36.5.33.202, ,安徽省合肥市, ,电信
36.6.24.191, ,安徽省滁州市, ,电信
182.127.193.40, ,河南省郑州市, ,联通
49.66.44.143, ,江苏省无锡市, ,电信
14.120.49.72, ,广东省东莞市, ,电信
183.158.227.148, ,浙江省杭州市, ,电信
222.214.98.83, ,四川省泸州市, ,电信
112.32.145.188, ,安徽省, ,移动
182.127.199.214, ,河南省郑州市, ,联通
59.42.230.15, ,广东省广州市白云区, ,电信
123.162.215.108, ,河南省驻马店市, ,电信
111.160.99.2, ,天津市, ,联通
115.52.147.75, ,河南省南阳市新野县, ,联通
36.62.62.44, ,安徽省阜阳市颍上县, ,电信
223.73.189.251, ,广东省东莞市, ,移动
220.173.163.60, ,广西梧州市, ,电信
117.81.143.250, ,江苏省苏州市太仓市, ,电信
112.27.254.240, ,安徽省, ,移动
60.214.127.150, ,山东省枣庄市, ,联通
202.104.176.154, ,广东省东莞市, ,电信
122.192.49.154, ,江苏省苏州市, ,联通
222.174.240.86, ,山东省滨州市, ,电信
223.73.220.134, ,广东省东莞市, ,移动
180.101.42.204, ,江苏省宿迁市, ,电信
223.73.189.229, ,广东省东莞市, ,移动
122.226.238.42, ,浙江省金华市, ,电信
121.207.80.214, ,福建省泉州市, ,电信
182.114.214.33, ,河南省南阳市, ,联通
14.217.203.56, ,广东省东莞市, ,电信
220.177.40.151, ,江西省南昌市, ,电信
222.74.242.118, ,内蒙古赤峰市, ,电信
27.224.97.43, ,甘肃省定西市, ,电信
58.254.202.130, ,广东省佛山市, ,联通
125.94.3.199, ,广东省东莞市, ,电信
116.54.121.30, ,云南省昆明市, ,电信
220.179.69.9, ,安徽省阜阳市, ,电信
120.9.195.152, ,河北省邯郸市, ,联通
121.236.111.238, ,江苏省苏州市, ,电信
113.68.80.243, ,广东省广州市, ,电信
27.153.213.110, ,福建省莆田市, ,电信
220.180.188.86, ,安徽省滁州市, ,电信
220.170.159.36, ,湖南省益阳市, ,电信
110.185.142.20, ,四川省成都市, ,电信
171.91.70.249, ,四川省绵阳市, ,电信
183.160.69.92, ,安徽省合肥市, ,电信
110.88.208.77, ,福建省泉州市, ,电信
113.140.5.190, ,陕西省西安市, ,电信
36.5.54.65, ,安徽省合肥市, ,电信
49.75.93.188, ,江苏省苏州市, ,电信
114.217.61.207, ,江苏省苏州市, ,电信
139.170.117.11, ,青海省西宁市, ,联通
39.189.59.139, ,浙江省宁波市, ,移动
110.88.198.81, ,福建省泉州市, ,电信
58.211.226.98, ,江苏省苏州市, ,电信
122.226.230.94, ,浙江省金华市, ,电信
61.140.210.228, ,广东省广州市荔湾区, ,/越秀区电信
110.184.113.61, ,四川省成都市, ,电信
121.239.231.249, ,江苏省苏州市, ,电信
39.190.2.33, ,浙江省宁波市, ,移动
122.227.211.46, ,浙江省宁波市, ,电信
219.151.140.3, ,重庆市, ,电信
121.32.69.132, ,广东省广州市, ,电信
223.73.29.54, ,广东省东莞市, ,移动
218.1.96.170, ,上海市浦东新区, ,电信
114.220.157.43, ,江苏省苏州市, ,电信
182.247.156.198, ,云南省丽江市, ,电信
220.179.83.71, ,安徽省阜阳市, ,电信
218.75.94.246, ,浙江省金华市江南区, ,伊甸园网吧(南滨)
183.15.176.146, ,广东省深圳市, ,电信
14.120.48.131, ,广东省东莞市, ,电信
120.229.151.255, ,广东省东莞市, ,移动
183.131.248.199, ,浙江省宁波市, ,电信
124.237.90.154, ,河北省秦皇岛市, ,电信
59.174.112.190, ,湖北省武汉市, ,电信
123.131.85.242, ,山东省潍坊市寿光市, ,联通
124.114.150.158, ,陕西省西安市, ,东木头市索特网城
183.133.94.223, ,浙江省, ,电信中心网络
60.172.61.98, ,安徽省阜阳市太和县, ,电信
119.131.168.178, ,广东省广州市, ,电信
180.125.16.45, ,江苏省淮安市, ,电信
60.190.166.54, ,浙江省湖州市, ,电信
36.158.88.80, ,湖南省, ,移动
222.220.206.49, ,云南省玉溪市, ,电信
123.119.246.125, ,北京市, ,联通
113.110.5.203, ,广东省揭阳市, ,电信
58.33.102.155, ,上海市浦东新区, ,电信
125.73.77.217, ,广西桂林市, ,电信
125.71.210.57, ,四川省成都市, ,电信
114.216.15.176, ,江苏省苏州市, ,电信
121.224.38.5, ,江苏省苏州市, ,电信
125.111.199.116, ,浙江省宁波市, ,电信
218.72.252.250, ,浙江省衢州市, ,电信
115.236.186.146, ,浙江省杭州市, ,电信数据中心
171.95.60.7, ,四川省广安市, ,电信
36.22.62.30, ,浙江省宁波市, ,电信
27.18.35.146, ,湖北省武汉市, ,电信
111.112.226.87, ,宁夏中卫市, ,电信
222.187.10.214, ,江苏省徐州市, ,电信
58.210.28.174, ,江苏省苏州市, ,电信
223.88.61.157, ,河南省郑州市, ,移动
112.27.153.131, ,安徽省, ,移动
113.77.231.13, ,广东省东莞市, ,电信
60.191.153.42, ,浙江省台州市, ,电信
114.216.22.114, ,江苏省苏州市, ,电信
121.228.174.51, ,江苏省苏州市, ,电信
1.199.140.22, ,河南省驻马店市, ,电信
183.22.25.92, ,广东省东莞市, ,电信
180.107.160.204, ,江苏省苏州市, ,电信
119.98.191.173, ,湖北省武汉市, ,电信
182.141.139.240, ,四川省凉山州, ,电信
118.76.144.40, ,山西省晋城市, ,联通
222.77.120.230, ,福建省泉州市, ,电信
58.210.21.186, ,江苏省苏州市, ,电信
117.9.236.123, ,天津市, ,联通
106.7.105.98, ,江西省赣州市, ,电信
113.246.180.144, ,湖南省长沙市, ,电信
60.166.100.217, ,安徽省合肥市, ,电信
59.41.66.90, ,广东省广州市荔湾区, ,大冲口源通网吧
112.53.225.238, ,四川省, ,移动
218.89.224.116, ,四川省成都市, ,电信
36.33.7.147, ,安徽省合肥市, ,联通
117.28.12.211, ,福建省泉州市, ,电信
116.16.131.181, ,广东省潮州市, ,电信
122.245.209.240, ,浙江省宁波市, ,电信
223.244.80.175, ,安徽省滁州市, ,电信
61.130.55.222, ,浙江省衢州市, ,电信
36.32.47.226, ,安徽省合肥市, ,联通
49.73.133.189, ,江苏省苏州市, ,电信
14.145.145.39, ,广东省广州市, ,电信
219.136.175.117, ,广东省广州市番禺区, ,电信
171.221.208.11, ,四川省成都市, ,电信
122.226.175.35, ,浙江省台州市, ,电信
101.30.54.239, ,河北省廊坊市, ,联通
121.13.254.204, ,广东省东莞市, ,电信
123.245.216.240, ,辽宁省朝阳市, ,电信
36.22.57.219, ,浙江省宁波市北仑区, ,电信
113.14.254.81, ,广西南宁市, ,电信
120.229.142.6, ,广东省东莞市, ,移动
113.77.229.48, ,广东省东莞市, ,电信
58.62.110.28, ,广东省广州市, ,电信
59.53.175.110, ,江西省南昌市, ,电信
222.222.148.178, ,河北省保定市, ,电信
42.54.31.101, ,辽宁省, ,联通
122.225.242.46, ,浙江省金华市, ,电信
61.187.250.165, ,湖南省郴州市, ,电信
61.129.63.94, ,上海市, ,电信
27.18.204.19, ,湖北省武汉市, ,电信
111.225.107.247, ,河北省保定市, ,电信
171.40.74.12, ,湖北省孝感市, ,电信
218.68.228.79, ,天津市, ,联通
112.32.42.176, ,安徽省, ,移动
218.76.101.10, ,湖南省张家界市, ,电信
117.24.133.46, ,福建省泉州市南安市, ,电信
113.124.142.28, ,山东省潍坊市, ,电信
59.51.68.36, ,湖南省衡阳市, ,电信
117.177.200.128, ,四川省, ,移动
113.119.73.9, ,广东省广州市, ,电信
113.102.251.94, ,广东省东莞市, ,电信
118.254.193.161, ,湖南省衡阳市, ,电信
219.148.143.162, ,河北省保定市, ,畅通网吧
116.249.46.165, ,云南省昆明市, ,电信
36.22.57.229, ,浙江省宁波市北仑区, ,电信
124.160.86.203, ,浙江省杭州市, ,联通
222.185.126.66, ,江苏省常州市, ,电信
113.102.248.206, ,广东省东莞市, ,电信
39.190.41.183, ,浙江省宁波市, ,移动
121.227.79.255, ,江苏省苏州市, ,电信
121.228.183.8, ,江苏省苏州市, ,电信
113.68.108.12, ,广东省广州市, ,电信
61.133.192.230, ,宁夏银川市西夏区, ,新东方网吧(文昌北路293号)
218.15.40.106, ,广东省韶关市, ,电信
113.78.12.183, ,广东省东莞市, ,电信
117.173.184.79, ,四川省宜宾市, ,移动
118.182.79.166, ,甘肃省甘南州合作市, ,电信
115.55.115.250, ,河南省驻马店市, ,联通
61.150.96.164, ,陕西省汉中市, ,电信
60.167.80.167, ,安徽省芜湖市鸠江区, ,电信
218.80.199.30, ,上海市浦东新区, ,昊天网络
60.160.69.77, ,云南省大理州, ,电信
114.98.120.10, ,安徽省芜湖市, ,电信
113.78.12.9, ,广东省东莞市, ,电信
182.133.143.162, ,四川省宜宾市, ,电信
14.215.243.30, ,广东省佛山市南海区, ,电信
60.191.161.22, ,浙江省台州市路桥区, ,新安街道鸿运网吧(新安西街)
111.33.151.82, ,天津市, ,移动
14.221.176.57, ,广东省东莞市, ,电信
113.77.229.145, ,广东省东莞市, ,电信
112.28.202.36, ,安徽省合肥市, ,移动
120.238.239.86, ,广东省, ,移动
220.179.65.178, ,安徽省阜阳市, ,电信
220.166.96.154, ,四川省泸州市, ,电信
36.22.5.252, ,浙江省宁波市, ,电信
36.22.5.105, ,浙江省宁波市, ,电信
115.56.233.158, ,河南省焦作市, ,联通
42.234.121.8, ,河南省南阳市, ,联通
1.27.234.67, ,内蒙古呼伦贝尔市, ,联通
123.157.247.71, ,浙江省衢州市, ,联通
60.184.153.71, ,浙江省丽水市云和县, ,电信
113.137.27.122, ,陕西省咸阳市, ,电信
113.65.7.101, ,广东省广州市, ,电信
1.197.103.10, ,河南省驻马店市, ,电信
110.246.0.254, ,河北省邢台市威县, ,联通
183.134.247.173, ,浙江省, ,电信中心网络
61.53.134.194, ,河南省开封市, ,联通
125.127.60.19, ,浙江省台州市, ,电信
58.59.193.28, ,广西南宁市, ,电信
120.229.121.48, ,广东省东莞市, ,移动
222.95.98.199, ,江苏省南京市, ,电信
58.213.128.242, ,江苏省南京市, ,电信
125.94.200.194, ,广东省广州市, ,电信
218.19.139.168, ,广东省广州市天河区, ,/黄埔区电信
119.41.236.56, ,海南省三亚市, ,电信
112.253.16.198, ,山东省潍坊市, ,联通
118.72.162.223, ,山西省大同市, ,联通
171.112.227.103, ,湖北省潜江市, ,电信
113.77.106.216, ,广东省东莞市, ,电信
115.239.197.6, ,浙江省绍兴市, ,电信
59.39.204.196, ,广东省东莞市, ,电信
124.192.233.119, ,北京市, ,鹏博士BGP
113.102.194.230, ,广东省东莞市, ,电信
58.45.21.172, ,湖南省株洲市, ,电信
58.214.28.62, ,江苏省无锡市, ,电信
182.127.198.190, ,河南省郑州市, ,联通
113.77.34.255, ,广东省东莞市, ,电信
1.182.122.102, ,内蒙古巴彦淖尔市, ,电信
124.166.246.110, ,山西省阳泉市, ,联通
122.244.143.65, ,浙江省宁波市, ,电信
49.87.216.49, ,江苏省淮安市, ,电信
218.29.208.154, ,河南省郑州市, ,联通
112.32.146.145, ,安徽省, ,移动
218.80.1.46, ,上海市宝山区, ,FTTB+LAN
61.134.102.26, ,内蒙古锡林郭勒盟锡林浩特市, ,太仆寺旗宝昌E流网吧
61.175.240.10, ,浙江省金华市婺城区, ,和兴网吧
110.185.152.188, ,四川省成都市, ,电信
183.24.156.192, ,广东省, ,电信
60.190.254.99, ,浙江省杭州市, ,半山天天好网吧(半山路)
39.175.95.86, ,浙江省舟山市, ,移动
114.216.253.18, ,江苏省苏州市, ,电信
121.239.254.233, ,江苏省苏州市, ,电信
101.27.178.191, ,河北省, ,联通
117.80.1.136, ,江苏省苏州市, ,电信
42.234.120.62, ,河南省南阳市, ,联通
171.91.82.154, ,四川省绵阳市, ,电信
122.238.189.74, ,浙江省嘉兴市, ,电信
218.75.223.107, ,湖南省株洲市, ,电信
112.25.189.5, ,江苏省南京市, ,移动
115.217.161.68, ,浙江省宁波市, ,电信
222.219.209.169, ,云南省文山州丘北县, ,电信
49.72.118.115, ,江苏省苏州市, ,电信
120.236.78.90, ,广东省东莞市, ,移动
113.195.155.33, ,江西省抚州市, ,联通
113.78.14.58, ,广东省东莞市, ,电信
125.72.52.41, ,青海省西宁市, ,电信
114.218.218.244, ,江苏省苏州市, ,电信
60.12.91.171, ,浙江省嘉兴市, ,联通
61.129.41.226, ,上海市, ,电信
112.29.79.213, ,安徽省合肥市, ,移动
